keywords,frequency,total_score,avg_intensity,classification
문의 버튼 없음,1,1.4142135623730951,2.0,Minor / Noise
문자,1,1.4142135623730951,2.0,Minor / Noise
스킨 지속성,1,1.4142135623730951,2.0,Minor / Noise
취소 요청,1,1.4142135623730951,2.0,Minor / Noise
퓨바 일러,1,1.4142135623730951,2.0,Minor / Noise
추가기원,1,1.4142135623730951,2.0,Minor / Noise
아포가토맛 쿠키,1,1.4142135623730951,2.0,Minor / Noise
서버 수,1,1.4142135623730951,2.0,Minor / Noise
지친 직장인,1,1.4142135623730951,2.0,Minor / Noise
뽑기 밸런스,1,1.4142135623730951,2.0,Minor / Noise
길드 보상,1,1.4142135623730951,2.0,Minor / Noise
길드 검색,1,1.4142135623730951,2.0,Minor / Noise
카카오,1,1.4142135623730951,2.0,Minor / Noise
혼케타 층,1,1.4142135623730951,2.0,Minor / Noise
타르트,1,1.4142135623730951,2.0,Minor / Noise
구형 폰,1,1.4142135623730951,2.0,Minor / Noise
기능 추가,1,1.4142135623730951,2.0,Minor / Noise
기능 요청,1,1.4142135623730951,2.0,Minor / Noise
기능 개선 요청,1,1.4142135623730951,2.0,Minor / Noise
패드 호환성,1,1.4142135623730951,2.0,Minor / Noise
이벤트 반복,1,1.4142135623730951,2.0,Minor / Noise
섬 변경,1,1.4142135623730951,2.0,Minor / Noise
가시성,1,1.4142135623730951,2.0,Minor / Noise
잼,1,1.4142135623730951,2.0,Minor / Noise
충전 시간,1,1.4142135623730951,2.0,Minor / Noise
후르츠칸 해상무역센터,1,1.4142135623730951,2.0,Minor / Noise
분해,1,1.4142135623730951,2.0,Minor / Noise
핫타임 이벤트,1,1.4142135623730951,2.0,Minor / Noise
할게없음,1,1.4142135623730951,2.0,Minor / Noise
후반부,1,1.4142135623730951,2.0,Minor / Noise
짧음,1,1.4142135623730951,2.0,Minor / Noise
두툼젤리,1,1.4142135623730951,2.0,Minor / Noise
각성퓨바,1,1.4142135623730951,2.0,Minor / Noise
노동의 기운,1,1.4142135623730951,2.0,Minor / Noise
학생,1,1.4142135623730951,2.0,Minor / Noise
예쁜 눈,1,1.4142135623730951,2.0,Minor / Noise
미스틱 골드,1,1.4142135623730951,2.0,Minor / Noise
결제 수단,1,1.4142135623730951,2.0,Minor / Noise
코드 설정,1,1.4142135623730951,2.0,Minor / Noise
자동 사냥,1,1.4142135623730951,2.0,Minor / Noise
연동해제,1,1.4142135623730951,2.0,Minor / Noise
일정,1,1.4142135623730951,2.0,Minor / Noise
계정 날림,1,1.4142135623730951,2.0,Minor / Noise
커터,1,1.4142135623730951,2.0,Minor / Noise
스토리 개선,1,1.4142135623730951,2.0,Minor / Noise
스테미너 젤리,1,1.4142135623730951,2.0,Minor / Noise
찾기,1,1.4142135623730951,2.0,Minor / Noise
스태미너 젤리,1,1.4142135623730951,2.0,Minor / Noise
시간 연장,1,1.4142135623730951,2.0,Minor / Noise
서버 간 친구 추가,1,1.4142135623730951,2.0,Minor / Noise
토벌쿠키,1,1.4142135623730951,2.0,Minor / Noise
호환성,1,1.4142135623730951,2.0,Minor / Noise
무큐 수급처,3,1.4398787331631748,2.6666666666666665,General Issue
옛날 감성,1,1.439878733163175,2.0,Minor / Noise
기기 호환성,1,1.439878733163175,2.0,Minor / Noise
뽑기 이벤트 사라짐,1,1.439878733163175,2.0,Minor / Noise
길드 뽑기,1,1.439878733163175,2.0,Minor / Noise
길드 퀘스트,1,1.439878733163175,2.0,Minor / Noise
확률 향상,1,1.439878733163175,2.0,Minor / Noise
각성홀베,1,1.439878733163175,2.0,Minor / Noise
법사,1,1.439878733163175,2.0,Minor / Noise
쿠키 합성,1,1.439878733163175,2.0,Minor / Noise
작은 업데이트,1,1.439878733163175,2.0,Minor / Noise
데못죽이,1,1.439878733163175,2.0,Minor / Noise
용감한 도전 이벤트,1,1.439878733163175,2.0,Minor / Noise
화면 회전 기능,1,1.439878733163175,2.0,Minor / Noise
스킨 요청,1,1.439878733163175,2.0,Minor / Noise
업데이트 예정,1,1.439878733163175,2.0,Minor / Noise
홀리베리 각성,1,1.439878733163175,2.0,Minor / Noise
최신 데이터,1,1.439878733163175,2.0,Minor / Noise
소셜 계정,1,1.439878733163175,2.0,Minor / Noise
이모지,1,1.439878733163175,2.0,Minor / Noise
이메일 로그인,1,1.439878733163175,2.0,Minor / Noise
골드 치즈맛 쿠키,1,1.439878733163175,2.0,Minor / Noise
10뽑,1,1.439878733163175,2.0,Minor / Noise
과거 쿠키,1,1.439878733163175,2.0,Minor / Noise
리더 효과,1,1.439878733163175,2.0,Minor / Noise
맵 공유,1,1.439878733163175,2.0,Minor / Noise
해피해피비스트,1,1.439878733163175,2.0,Minor / Noise
다운로드 팝업,1,1.439878733163175,2.0,Minor / Noise
가끔 복귀,1,1.439878733163175,2.0,Minor / Noise
쿠키 미출현,1,1.439878733163175,2.0,Minor / Noise
이븐,1,1.439878733163175,2.0,Minor / Noise
영혼석 부족,1,1.439878733163175,2.0,Minor / Noise
크탈 모으기,1,1.439878733163175,2.0,Minor / Noise
연령 제한,1,1.439878733163175,2.0,Minor / Noise
선물 기능,1,1.439878733163175,2.0,Minor / Noise
무지개 큐브 수급,1,1.439878733163175,2.0,Minor / Noise
레벨 초기화,1,1.454891895649976,2.0,Minor / Noise
끝,1,1.454891895649976,2.0,Minor / Noise
길드장 자리,1,1.454891895649976,2.0,Minor / Noise
소원나무,1,1.454891895649976,2.0,Minor / Noise
구매 가능,1,1.454891895649976,2.0,Minor / Noise
10연차,1,1.454891895649976,2.0,Minor / Noise
결과 문의,1,1.454891895649976,2.0,Minor / Noise
작성,1,1.454891895649976,2.0,Minor / Noise
천장 요청,1,1.454891895649976,2.0,Minor / Noise
2D,1,1.454891895649976,2.0,Minor / Noise
계정이전,1,1.454891895649976,2.0,Minor / Noise
잘 안 뜨다,1,1.454891895649976,2.0,Minor / Noise
한정 패키지,1,1.454891895649976,2.0,Minor / Noise
결재,1,1.454891895649976,2.0,Minor / Noise
업데이트 일정,1,1.465543903953255,2.0,Minor / Noise
맛,1,1.465543903953255,2.0,Minor / Noise
서버 거래,1,1.465543903953255,2.0,Minor / Noise
볼륨 설정,1,1.465543903953255,2.0,Minor / Noise
숙명의 뽑기,1,1.465543903953255,2.0,Minor / Noise
명예 에이션트,1,1.465543903953255,2.0,Minor / Noise
사과문,1,1.465543903953255,2.0,Minor / Noise
답변 없음,1,1.465543903953255,2.0,Minor / Noise
자동 건너뛰기,1,1.465543903953255,2.0,Minor / Noise
쿠키 찾기 기능,1,1.465543903953255,2.0,Minor / Noise
드래곤 빌리지,1,1.465543903953255,2.0,Minor / Noise
고객센터 문의,1,1.465543903953255,2.0,Minor / Noise
보상 요청,1,1.465543903953255,2.0,Minor / Noise
게임 진행,2,1.4665039516885825,3.5,Minor / Noise
연관성,1,1.4738062434906642,2.0,Minor / Noise
컨텐츠 추가,1,1.4805570664400554,2.0,Minor / Noise
튜토리얼 스킵,1,1.4805570664400554,2.0,Minor / Noise
이야기,1,1.486264805916075,2.0,Minor / Noise
불분명,1,1.486264805916075,2.0,Minor / Noise
마이쿠키 의상,1,1.4912090747433349,2.0,Minor / Noise
비스트레이드,1,1.4912090747433349,2.0,Minor / Noise
쿠키 스킨 공모전,1,1.5091859797375813,2.0,Minor / Noise
유저 아이디어,1,1.5091859797375813,2.0,Minor / Noise
본섭,1,1.5388944743080066,2.0,Minor / Noise
중섭,1,1.5388944743080066,2.0,Minor / Noise
시간 증가,1,1.546900570507016,2.0,Minor / Noise
기능 건의,1,1.557552578810295,2.0,Minor / Noise
마우스 휠,1,1.5658149183477044,2.0,Minor / Noise
더빙,1,1.5664269490527503,2.0,Minor / Noise
업데이트 빈도,2,1.6913997020917728,3.5,Minor / Noise
블랙펄,2,1.9247095719641578,4.5,Minor / Noise
길드 시스템,2,1.9490317077411792,3.5,Minor / Noise
거래 기능,2,1.9881882061443887,1.5,Minor / Noise
코드 보상,2,2.0942158381889904,3.5,Minor / Noise
가챠 확률,3,2.173169560598839,3.6666666666666665,General Issue
다크카카오,2,2.3832408780836385,4.5,Minor / Noise
작동 불가,1,2.598076211353316,3.0,Minor / Noise
기존캐,1,2.598076211353316,3.0,Minor / Noise
정상화,1,2.598076211353316,3.0,Minor / Noise
아이폰 튕김,1,2.598076211353316,3.0,Minor / Noise
수량,1,2.598076211353316,3.0,Minor / Noise
백그라운드 다운로드,1,2.598076211353316,3.0,Minor / Noise
재시도,1,2.598076211353316,3.0,Minor / Noise
토큰 회수,1,2.598076211353316,3.0,Minor / Noise
재미없는 구간,1,2.598076211353316,3.0,Minor / Noise
답답함,1,2.598076211353316,3.0,Minor / Noise
민심,1,2.598076211353316,3.0,Minor / Noise
복귀,1,2.598076211353316,3.0,Minor / Noise
물약 체크 오류,1,2.598076211353316,3.0,Minor / Noise
성능 차이,1,2.598076211353316,3.0,Minor / Noise
검정화면,1,2.6452261408011255,3.0,Minor / Noise
성장 경로,1,2.6452261408011255,3.0,Minor / Noise
친구와 플레이,1,2.6452261408011255,3.0,Minor / Noise
단점,1,2.6452261408011255,3.0,Minor / Noise
초보자 문의,1,2.6452261408011255,3.0,Minor / Noise
게임 용량,1,2.672807081439742,3.0,Minor / Noise
버튼 터치,1,2.672807081439742,3.0,Minor / Noise
컨텐츠,1,2.6923760702489345,3.0,Minor / Noise
스토리 아이디어 제출,1,2.6923760702489345,3.0,Minor / Noise
낮은 등급,1,2.77255168298954,3.0,Minor / Noise
활동 부족,1,2.805173667949718,3.0,Minor / Noise
짧은 스토리,1,2.8284271247461903,2.0,Minor / Noise
별사탕,2,2.8691054580230713,2.0,Minor / Noise
창고 부족,2,2.87975746632635,2.0,Minor / Noise
친추,2,2.8947706288131503,2.0,Minor / Noise
별 4개,1,2.909783791299952,2.0,Minor / Noise
언어 설정,2,3.031970853006005,2.0,Minor / Noise
계정 전환,1,3.098076211353316,3.0,Minor / Noise
신규 유저 혜택,2,3.1451112718066767,4.5,Minor / Noise
이메일,1,3.1543001489541136,3.0,Minor / Noise
노래,1,3.1543001489541136,3.0,Minor / Noise
앱 변조,1,3.1543001489541136,3.0,Minor / Noise
구글 로그인 문제,1,3.1871890440934667,3.0,Minor / Noise
비밀번호 변경,1,3.1871890440934667,3.0,Minor / Noise
잘못 나가기,1,3.199484857350387,2.0,Minor / Noise
기능,3,3.218061139666463,3.0,General Issue
뽑기 멈춤,1,3.410377068348125,3.0,Minor / Noise
재미있는 게임 경험,1,4.0,4.0,Minor / Noise
휴대폰 변경,1,4.0,4.0,Minor / Noise
구글 연동,2,4.063620115306571,2.5,Minor / Noise
이벤트,15,4.120018850760594,3.7333333333333334,General Issue
화면 전환,2,4.230359660250038,2.5,Minor / Noise
탐험,2,4.984187464792317,4.0,Minor / Noise
용커클,2,4.984187464792317,4.0,Minor / Noise
에픽 아이템,2,5.008862789896705,4.0,Minor / Noise
뽑기운,2,5.1870884553770065,4.0,Minor / Noise
리세마르의 중요성,1,5.196152422706632,3.0,Minor / Noise
확률 개선,1,5.196152422706632,3.0,Minor / Noise
오랜만에 즐길 수 있는 게임,1,5.196152422706632,3.0,Minor / Noise
다이아 수급,1,5.196152422706632,3.0,Minor / Noise
다양한 수급처,1,5.196152422706632,3.0,Minor / Noise
경쟁력 있는 게임플레이,1,5.196152422706632,3.0,Minor / Noise
게임 시작,1,5.196152422706632,3.0,Minor / Noise
점진적인 재미 증가,1,5.196152422706632,3.0,Minor / Noise
시간 때우기 좋은 뽑기,1,5.196152422706632,3.0,Minor / Noise
귀여운 가구 디자인,1,5.196152422706632,3.0,Minor / Noise
시간을 잊게 만드는 재미,1,5.196152422706632,3.0,Minor / Noise
최소한의 재미,1,5.290452281602251,3.0,Minor / Noise
소과금으로도 가능,1,5.290452281602251,3.0,Minor / Noise
할만한 게임,1,5.290452281602251,3.0,Minor / Noise
아레나에서의 성취감,1,5.290452281602251,3.0,Minor / Noise
홀베 업데이트,1,5.290452281602251,3.0,Minor / Noise
고대의 머시기 보상,1,5.290452281602251,3.0,Minor / Noise
박하맛 사탕,1,5.290452281602251,3.0,Minor / Noise
초기 보상 적당함,1,5.290452281602251,3.0,Minor / Noise
간편한 게임 플레이,1,5.290452281602251,3.0,Minor / Noise
새로운 모험,1,5.290452281602251,3.0,Minor / Noise
게임의 개선된 점,1,5.290452281602251,3.0,Minor / Noise
편리한 로그아웃,1,5.345614162879484,3.0,Minor / Noise
쉐밀이,2,5.508678916812913,4.0,Minor / Noise
서버 통합,3,5.776939809133108,2.3333333333333335,General Issue
데이터 차지,2,5.840871599206462,2.0,Minor / Noise
오래된 게임,2,5.984187464792317,4.0,Minor / Noise
성능,2,5.984187464792317,4.0,Minor / Noise
바로가기,1,6.196152422706632,3.0,Minor / Noise
너프 필요,1,6.196152422706632,3.0,Minor / Noise
확률 조정,2,6.359886884737678,3.0,Minor / Noise
비스트 확률,3,6.611451608416985,2.6666666666666665,General Issue
서버 변경,4,6.964862340290651,2.25,General Issue
비스트 3별스토리,1,7.326748314214203,3.0,Minor / Noise
사기 캐릭터,3,7.469815800944038,3.6666666666666665,General Issue
희귀도 높은 쿠키의 높은 확률,1,8.0,4.0,Minor / Noise
10회 뽑기에서 좋은 결과,1,8.0,4.0,Minor / Noise
300뽑 무료 제공,1,8.0,4.0,Minor / Noise
생산 시간 감소,1,8.0,4.0,Minor / Noise
색다른 재미,1,8.0,4.0,Minor / Noise
새로운 캐릭터 등급,1,8.0,4.0,Minor / Noise
여러가지 체험,1,8.0,4.0,Minor / Noise
새로운 느낌의 항해모험,1,8.0,4.0,Minor / Noise
새로운 계정으로의 신선함,1,8.0,4.0,Minor / Noise
새로운 경험,1,8.0,4.0,Minor / Noise
사전예약 특전,1,8.0,4.0,Minor / Noise
사일런트 쿠키의 영웅적 이야기,1,8.0,4.0,Minor / Noise
예쁜 건물,1,8.0,4.0,Minor / Noise
열심히 하는 재미,1,8.0,4.0,Minor / Noise
예쁜 일러스트,1,8.0,4.0,Minor / Noise
예쁜 신캐,1,8.0,4.0,Minor / Noise
예쁜 맵,1,8.0,4.0,Minor / Noise
사솔 캐스팅,1,8.0,4.0,Minor / Noise
사료 많이 줌,1,8.0,4.0,Minor / Noise
사기 쿠키를 쉽게 얻는 경험,1,8.0,4.0,Minor / Noise
뽑을 때의 기대감,1,8.0,4.0,Minor / Noise
오븐브레이크의 재미,1,8.0,4.0,Minor / Noise
뽑기의 즐거움,1,8.0,4.0,Minor / Noise
왕국 꾸미기 재미,1,8.0,4.0,Minor / Noise
뽑기와 스토리의 재미,1,8.0,4.0,Minor / Noise
뽑기에서의 높은 도파민,1,8.0,4.0,Minor / Noise
뽑기권 얻기 쉬움,1,8.0,4.0,Minor / Noise
설명이 잘 되어 있음,1,8.0,4.0,Minor / Noise
왕국 발전,1,8.0,4.0,Minor / Noise
뽑기 기회 증가,1,8.0,4.0,Minor / Noise
우수한 게임 기능,1,8.0,4.0,Minor / Noise
뽐기 연출,1,8.0,4.0,Minor / Noise
빠른 크리스탈 수집,1,8.0,4.0,Minor / Noise
빠른 성장감,1,8.0,4.0,Minor / Noise
빠른 뽑기 시스템,1,8.0,4.0,Minor / Noise
빠른 문제 대처,1,8.0,4.0,Minor / Noise
빠른 고객 응대,1,8.0,4.0,Minor / Noise
운빨 없는 재미,1,8.0,4.0,Minor / Noise
운 좋은 이벤트,1,8.0,4.0,Minor / Noise
운 좋은 보상,1,8.0,4.0,Minor / Noise
운 좋으면 과금 없이도 가능,1,8.0,4.0,Minor / Noise
업데이트마다 새로운 캐릭터,1,8.0,4.0,Minor / Noise
설탕노움의 비밀창고,1,8.0,4.0,Minor / Noise
운이 좋은 시스템,1,8.0,4.0,Minor / Noise
운이 좋은 뽑기,1,8.0,4.0,Minor / Noise
운에 따른 변동성,1,8.0,4.0,Minor / Noise
운빨 좋은 게임 플레이,1,8.0,4.0,Minor / Noise
비슷한 게임이라 이해하기 쉬움,1,8.0,4.0,Minor / Noise
비스트의 등장,1,8.0,4.0,Minor / Noise
비스트 획득의 즐거움,1,8.0,4.0,Minor / Noise
비스트 쿠키의 독창성,1,8.0,4.0,Minor / Noise
유저를 생각한 패치,1,8.0,4.0,Minor / Noise
업데이트로 늘어난 콘텐츠,1,8.0,4.0,Minor / Noise
업데이트가 많음,1,8.0,4.0,Minor / Noise
업데이트 후 재미,1,8.0,4.0,Minor / Noise
업데이트 품질,1,8.0,4.0,Minor / Noise
업데이트의 재미,1,8.0,4.0,Minor / Noise
업데이트와 보상,1,8.0,4.0,Minor / Noise
유용한 업데이트,1,8.0,4.0,Minor / Noise
유머감각,1,8.0,4.0,Minor / Noise
비스트 에이션트쿠키 임팩트,1,8.0,4.0,Minor / Noise
비스트 시스템,1,8.0,4.0,Minor / Noise
비스트 뽑기 재미,1,8.0,4.0,Minor / Noise
비스트 등장,1,8.0,4.0,Minor / Noise
비스트 다음 스토리 기대,1,8.0,4.0,Minor / Noise
비스트 구매,1,8.0,4.0,Minor / Noise
은방울 맛 쿠키,1,8.0,4.0,Minor / Noise
부드러운 사운드,1,8.0,4.0,Minor / Noise
부계와 본계 키우기 쉬움,1,8.0,4.0,Minor / Noise
이벤트 사과 보상,1,8.0,4.0,Minor / Noise
이벤트 많음,1,8.0,4.0,Minor / Noise
이쁜 디자인,1,8.0,4.0,Minor / Noise
복귀 혜택,1,8.0,4.0,Minor / Noise
복귀 유저 지원,1,8.0,4.0,Minor / Noise
성장 이벤트,1,8.0,4.0,Minor / Noise
업데이트로 인한 새로운 재미,1,8.0,4.0,Minor / Noise
보스전의 재미,1,8.0,4.0,Minor / Noise
보상이 잘 주어져서 신규 유저도 쉽게 플레이 가능,1,8.0,4.0,Minor / Noise
보상의 다양성,1,8.0,4.0,Minor / Noise
보상을 많이 줌,1,8.0,4.0,Minor / Noise
보상도 많이 주고,1,8.0,4.0,Minor / Noise
보상 시스템이 잘 구성됨,1,8.0,4.0,Minor / Noise
보상 시스템이 매력적임,1,8.0,4.0,Minor / Noise
입문 장벽이 낮은 게임,1,8.0,4.0,Minor / Noise
입덕 경험,1,8.0,4.0,Minor / Noise
자연스러운 모션,1,8.0,4.0,Minor / Noise
자동 플레이,1,8.0,4.0,Minor / Noise
버닝 버프 효과,1,8.0,4.0,Minor / Noise
소과금으로도 충분히 즐길 수 있음,1,8.0,4.0,Minor / Noise
밥 먹으면서 할 수 있는 편리함,1,8.0,4.0,Minor / Noise
발전된 그래픽,1,8.0,4.0,Minor / Noise
자주 이루어지는 업데이트,1,8.0,4.0,Minor / Noise
자주 업데이트되는 콘텐츠,1,8.0,4.0,Minor / Noise
자잘한 캐릭터 수집의 재미,1,8.0,4.0,Minor / Noise
믿고 즐길 수 있는 게임,1,8.0,4.0,Minor / Noise
잘 되는 업데이트,1,8.0,4.0,Minor / Noise
잘 그려진 캐릭터 디자인,1,8.0,4.0,Minor / Noise
미션 완료 시 100 뽑기 보상,1,8.0,4.0,Minor / Noise
잘 정리된 스토리,1,8.0,4.0,Minor / Noise
잘 어울리는 콘텐츠,1,8.0,4.0,Minor / Noise
잘 맞춘 난이도,1,8.0,4.0,Minor / Noise
잘 맞는 성우,1,8.0,4.0,Minor / Noise
무료 쿠키,1,8.0,4.0,Minor / Noise
잘 짜여진 게임 밸런스,1,8.0,4.0,Minor / Noise
잘 짜여진 UI,1,8.0,4.0,Minor / Noise
무과금의 행운,1,8.0,4.0,Minor / Noise
업데이트 빈도 증가,1,8.0,4.0,Minor / Noise
재미있는 RPG,1,8.0,4.0,Minor / Noise
재미있는 보상 시스템,1,8.0,4.0,Minor / Noise
재미있는 스테이지 디자인,1,8.0,4.0,Minor / Noise
재미있는 전개,1,8.0,4.0,Minor / Noise
재미있는 운영,1,8.0,4.0,Minor / Noise
재미있는 왕국생활,1,8.0,4.0,Minor / Noise
무과금으로도 즐길 수 있는 게임 밸런스,1,8.0,4.0,Minor / Noise
무과금으로도 재미있음,1,8.0,4.0,Minor / Noise
무과금으로도 가능한 게임 플레이,1,8.0,4.0,Minor / Noise
무과금으로 캐릭터 획득 가능,1,8.0,4.0,Minor / Noise
무과금으로 즐길 수 있는 콘텐츠,1,8.0,4.0,Minor / Noise
재미있는 쿠키 모험,1,8.0,4.0,Minor / Noise
재미있는 캐릭터 육성,1,8.0,4.0,Minor / Noise
수집 요소,1,8.0,4.0,Minor / Noise
손맛 좋은 뽑기,1,8.0,4.0,Minor / Noise
손맛,1,8.0,4.0,Minor / Noise
재미있는 카드게임,1,8.0,4.0,Minor / Noise
재미있는 조작,1,8.0,4.0,Minor / Noise
재미있다,1,8.0,4.0,Minor / Noise
재미있는 튜토리얼,1,8.0,4.0,Minor / Noise
재미있는 쿠킹덤,1,8.0,4.0,Minor / Noise
무과금으로 고등급 쿠키 뽑기,1,8.0,4.0,Minor / Noise
무과금 유저에게도 기회를 주는 시스템,1,8.0,4.0,Minor / Noise
재화 획득의 용이함,1,8.0,4.0,Minor / Noise
적당한 게임 플레이,1,8.0,4.0,Minor / Noise
모짜렐라 스킨,1,8.0,4.0,Minor / Noise
전략 돌리기 좋은,1,8.0,4.0,Minor / Noise
전략,1,8.0,4.0,Minor / Noise
적절한 재화 수급,1,8.0,4.0,Minor / Noise
적절한 스토리 전개,1,8.0,4.0,Minor / Noise
적절한 보상,1,8.0,4.0,Minor / Noise
적절한 난이도,1,8.0,4.0,Minor / Noise
적당한 쿠키 뽑기 확률,1,8.0,4.0,Minor / Noise
